personID,entertainment,hobbies,travel,gifts,donations
1258,52.4,96.42,279.28,148.12,296.54
1259,146.95,0.0,155.28,46.96,0.0
1260,52.36,136.48,194.41,65.96,0.0
1261,190.26,48.76,17.86,74.43,0.0
1262,99.58,0.0,14.39,108.96,0.0
1263,108.25,189.52,247.37,32.31,0.0
1264,118.54,11.79,47.64,94.89,0.0
1265,166.59,20.16,104.35,107.67,42.72
1266,143.37,0.18,35.9,118.22,0.0
1267,116.62,0.0,172.28,75.33,0.0
1268,144.32,158.64,94.25,137.71,0.0
1269,53.3,113.98,94.13,55.18,0.0
1270,169.61,1.61,68.65,98.76,0.0
1271,80.0,27.51,15.22,87.7,0.0
1272,46.83,0.0,92.23,146.03,0.0
1273,104.93,0.0,24.51,64.0,0.0
1274,112.04,0.0,167.88,76.34,0.0
1275,35.94,103.67,98.94,113.7,0.0
1276,96.48,13.88,397.46,113.53,0.0
1277,160.96,92.72,111.53,35.4,0.0
1278,31.66,0.0,121.84,69.64,20.68
1279,102.62,5.1,41.97,56.29,0.0
1280,46.11,0.0,165.54,140.32,0.0
1281,87.02,33.1,40.82,124.99,0.0
1282,71.66,0.0,799.39,137.73,0.0
1283,216.25,0.0,367.11,60.66,98.18
1284,196.97,0.0,5.73,68.88,0.0
1285,106.2,80.55,362.62,67.6,91.19
1286,158.3,1.54,241.75,128.02,0.0
1287,179.49,0.0,31.65,149.48,0.0
1288,85.57,51.7,15.71,40.33,0.0
1289,52.18,37.71,32.14,53.13,0.0
1290,88.98,76.1,178.11,119.04,190.61
1291,162.57,0.0,383.01,61.77,117.9
1292,148.64,0.0,92.87,110.82,0.0
1293,107.78,0.0,5.76,62.43,0.0
1294,94.11,42.79,40.72,89.49,0.0
1295,214.11,38.72,341.77,81.8,164.04
1296,227.96,0.0,303.23,88.98,65.72
1297,50.62,8.45,153.63,77.87,0.0
1298,137.54,73.25,176.19,66.25,0.0
1299,114.04,35.31,21.37,140.31,0.0
1300,65.36,14.59,125.26,40.49,0.0
1301,162.48,79.95,62.9,112.71,0.0
1302,63.78,0.0,49.48,128.79,0.0
1303,85.29,36.33,137.84,127.08,0.0
1304,149.44,0.0,57.52,144.81,0.0
1305,86.14,50.28,1.07,40.66,0.0
1306,43.24,21.08,29.09,125.75,0.0
1307,64.77,56.56,26.78,63.99,0.0
1308,120.53,0.0,22.84,99.23,0.0
1309,60.12,31.01,40.44,149.12,0.0
1310,141.85,68.67,63.93,49.86,0.0
1311,105.72,59.67,15.06,139.69,0.0
1312,76.82,0.0,135.61,134.04,0.0
1313,111.06,0.0,23.17,122.59,0.0
1314,98.9,62.34,88.27,142.58,0.0
1315,135.17,5.72,41.19,98.81,0.0
1316,136.13,51.79,144.62,82.43,54.55
1317,168.86,110.04,340.08,123.42,0.0
1318,83.79,189.85,279.36,125.95,0.0
1319,92.24,0.0,352.36,34.06,0.0
1320,153.63,44.59,8.78,143.31,0.0
1321,151.64,0.0,29.0,53.02,0.0
1322,180.73,54.69,100.05,114.41,62.44
1323,60.3,69.27,119.78,69.96,0.0
1324,58.39,0.0,181.44,131.24,0.0
1325,63.56,0.0,196.45,69.81,42.02
1326,144.58,0.0,201.76,103.94,103.93
1327,62.71,0.0,49.12,112.97,0.0
1328,220.72,0.0,659.08,145.62,0.0
1329,218.66,0.0,354.56,136.97,155.45
1330,147.87,0.0,134.61,35.66,0.0
1331,53.47,0.0,162.5,83.35,0.0
1332,66.46,0.0,137.05,105.0,94.04
1333,296.61,151.47,468.74,116.37,86.2
1334,59.51,0.0,15.64,111.97,0.0
1335,42.28,0.0,10.56,84.41,0.0
1336,102.29,70.29,140.17,80.28,0.0
1337,271.01,151.48,195.77,60.6,271.25
1338,116.39,0.0,160.6,64.14,0.0
1339,94.96,0.0,35.14,130.45,0.0
1340,99.48,0.0,247.48,126.54,0.0
1341,143.8,0.0,172.57,58.21,0.0
1342,33.36,0.0,159.91,104.86,0.0
1343,22.17,0.0,113.42,46.16,0.0
1344,83.83,0.0,160.54,77.55,0.0
1345,176.39,0.0,356.76,46.76,0.0
1346,72.12,3.35,54.05,142.89,0.0
1347,77.13,247.06,332.73,107.83,100.71
1348,147.17,17.32,14.61,69.62,0.0
1349,37.13,0.0,12.22,63.04,0.0
1350,175.17,31.78,159.4,123.19,0.0
1351,84.43,0.0,717.81,36.38,0.0
1352,81.94,0.0,6.13,33.14,0.0
1353,77.83,0.0,83.71,102.49,0.0
1354,123.64,0.0,78.37,103.17,47.81
1355,80.83,93.14,128.31,110.82,0.0
1356,57.85,47.16,30.77,45.99,0.0
1357,58.58,70.61,104.3,124.34,0.0
1358,76.74,0.0,114.42,128.95,0.0
1359,60.4,46.23,61.87,111.88,0.0
1360,40.16,0.0,8.18,78.46,0.0
1361,107.09,0.0,251.09,147.74,239.54
1362,81.47,46.72,47.83,74.64,0.0
1363,121.57,35.77,144.87,129.53,0.0
1364,45.56,122.49,160.35,130.75,86.22
1365,143.25,85.18,130.74,55.34,0.0
1366,66.19,125.5,118.18,140.06,0.0
1367,31.12,0.0,75.43,114.33,22.76
1368,65.26,90.33,112.71,119.78,0.0
1369,182.6,64.51,82.12,142.19,97.13
1370,109.15,0.0,35.14,78.79,0.0
1371,21.72,5.33,18.95,51.27,0.0
1372,178.92,0.0,12.8,132.64,0.0
1373,40.44,12.13,0.87,122.38,0.0
1374,144.4,93.56,199.75,102.79,0.0
1375,253.89,0.0,175.17,129.26,51.51
1376,55.2,0.0,9.5,113.9,0.0
1377,114.42,0.0,13.47,32.91,0.0
1378,105.54,62.02,37.97,58.52,0.0
1379,115.95,0.0,49.78,105.63,0.0
1380,92.87,0.0,56.79,118.66,0.0
1381,207.86,155.36,627.95,61.01,0.0
1382,87.46,12.59,20.31,37.2,0.0
1383,42.57,42.86,48.47,34.25,0.0
1384,54.55,86.71,191.9,62.11,0.0
1385,42.88,46.04,27.98,102.5,0.0
1386,65.71,10.73,35.65,122.04,0.0
1387,131.44,38.82,189.85,72.94,0.0
1388,168.5,65.94,21.2,72.58,0.0
1389,61.34,0.0,192.68,139.82,0.0
1390,54.83,71.48,176.93,33.31,0.0
1391,164.07,0.0,60.97,44.75,73.01
1392,182.25,14.54,35.14,102.61,0.0
1393,161.67,66.45,355.35,145.9,0.0
1394,105.21,62.44,110.82,50.77,46.74
1395,203.38,0.0,267.19,57.62,234.75
1396,75.26,118.66,71.57,81.24,0.0
1397,128.2,0.0,64.28,115.52,0.0
1398,66.33,69.73,47.14,63.73,0.0
1399,224.79,0.0,616.45,93.03,0.0
1400,207.81,0.0,776.55,93.04,170.06
1401,62.4,13.3,22.59,93.75,0.0
1402,293.28,0.0,181.63,119.46,0.0
1403,85.28,0.0,303.87,67.95,82.7
1404,125.4,0.0,106.18,74.69,0.0
1405,104.21,66.09,93.9,125.74,0.0
1406,83.73,0.0,43.73,58.98,0.0
1407,27.32,39.17,29.93,107.53,0.0
1408,80.64,46.55,10.44,144.16,0.0
1409,67.39,0.0,107.16,99.46,0.0
1410,75.05,0.0,28.27,125.73,0.0
1411,122.63,19.5,20.42,135.97,0.0
1412,157.33,0.0,333.55,118.49,38.65
1413,122.71,0.0,110.28,41.05,0.0
1414,140.75,0.0,49.51,59.06,0.0
1415,122.61,84.1,49.7,105.02,0.0
1416,36.29,17.41,43.47,127.66,0.0
1417,137.67,184.17,363.01,34.22,0.0
1418,187.92,0.0,177.14,139.02,54.37
1419,123.41,0.0,343.52,90.68,152.85
1420,45.85,0.0,47.71,92.41,0.0
1421,166.72,0.0,64.79,92.45,0.0
1422,58.74,34.36,28.42,125.71,0.0
1423,77.18,0.0,33.82,50.69,0.0
1424,172.95,50.45,11.86,70.35,0.0
1425,45.08,23.08,14.89,93.71,0.0
1426,55.09,0.0,155.29,61.51,0.0
1427,61.12,11.48,10.2,75.57,0.0
1428,49.36,3.48,35.32,108.97,0.0
1429,68.47,98.5,119.21,34.3,0.0
1430,49.19,0.0,183.6,77.69,0.0
1431,108.2,5.62,118.69,33.09,0.0
1432,52.4,29.6,162.98,63.92,0.0
1433,85.61,28.43,120.03,146.71,0.0
1434,195.0,0.0,302.28,44.87,74.45
1435,148.78,59.66,176.48,146.46,252.89
1436,71.65,0.0,3.61,107.2,0.0
1437,122.03,0.0,47.17,37.55,0.0
1438,38.54,1.19,48.95,45.11,0.0
1439,70.01,172.69,195.68,87.07,0.0
1440,53.48,1.29,161.49,91.65,0.0
1441,74.59,99.25,126.21,102.49,0.0
1442,149.86,0.0,7.11,62.64,0.0
1443,59.35,222.81,157.84,121.01,225.14
1444,62.33,0.0,172.58,30.33,0.0
1445,78.13,0.0,87.2,60.72,0.0
1446,278.16,213.63,229.4,58.64,0.0
1447,31.64,0.0,153.94,43.42,0.0
1448,56.69,184.63,417.23,71.01,69.16
1449,62.62,18.31,49.06,122.32,0.0
1450,129.39,205.14,159.77,58.41,221.93
1451,117.44,0.0,52.61,76.97,0.0
1452,146.07,0.0,42.2,70.63,0.0
1453,32.3,77.23,184.0,103.06,0.0
1454,60.37,131.68,198.19,93.11,0.0
1455,272.75,30.68,151.22,72.62,131.98
1456,20.1,46.52,14.63,116.43,0.0
1457,125.87,246.54,573.29,51.57,52.05
1458,66.46,0.0,41.05,46.96,0.0
1459,269.11,138.34,394.95,93.42,220.15
1460,79.42,31.68,47.9,53.12,0.0
1461,131.97,122.87,343.02,62.8,180.44
1462,171.23,0.0,664.78,64.65,0.0
1463,114.15,20.1,49.98,77.98,0.0
1464,66.07,0.0,195.82,136.9,0.0
1465,41.59,71.28,97.77,68.77,0.0
1466,180.19,64.69,18.27,87.54,0.0
1467,41.64,0.0,187.91,105.31,0.0
1468,136.46,49.65,4.78,146.55,0.0
1469,31.28,80.53,74.65,40.24,0.0
1470,147.98,15.7,174.11,33.15,0.0
1471,136.36,21.92,43.98,94.08,0.0
1472,134.4,68.02,34.1,54.5,0.0
1473,60.28,103.82,160.59,57.36,0.0
1474,98.05,0.0,8.96,131.9,0.0
1475,81.99,343.88,313.71,92.4,0.0
1476,73.05,86.22,147.45,45.45,0.0
1477,34.42,37.45,20.4,129.0,0.0
1478,119.72,81.8,197.11,57.03,0.0
1479,76.54,0.0,504.37,134.88,0.0
1480,71.91,0.0,229.18,136.02,0.0
1481,126.79,38.85,197.8,85.46,63.56
1482,98.87,19.59,33.7,72.72,0.0
1483,120.55,416.89,391.71,124.83,0.0
1484,288.75,0.0,266.34,143.58,0.0
1485,77.96,53.48,150.78,31.25,0.0
1486,142.53,0.0,354.22,69.46,0.0
1487,146.83,0.0,36.41,134.65,0.0
1488,149.34,100.53,89.23,105.11,0.0
1489,38.09,5.98,37.1,67.07,0.0
1490,47.27,37.85,29.51,60.69,0.0
1491,189.86,110.47,154.16,33.66,0.0
1492,136.71,0.0,7.23,135.57,0.0
1493,84.46,0.0,115.04,65.56,0.0
1494,172.05,0.0,120.96,88.83,0.0
1495,107.25,0.0,86.2,59.78,0.0
1496,73.52,0.0,65.38,117.48,0.0
1497,72.84,42.85,301.99,74.85,290.66
1498,71.99,10.8,15.38,149.31,0.0
1499,100.34,7.15,32.63,32.89,0.0
1500,39.91,91.84,62.39,136.61,0.0
1501,122.09,85.73,105.05,73.69,0.0
1502,86.38,0.0,25.71,44.71,0.0
1503,85.99,25.62,81.57,119.79,0.0
1504,276.98,22.72,398.24,85.14,0.0
1505,71.04,0.0,42.91,137.52,0.0
1506,46.39,10.7,281.76,116.43,239.27
1507,125.3,29.34,43.2,138.65,0.0
1508,45.11,0.0,155.71,51.97,0.0
1509,213.78,122.96,466.95,38.01,0.0
1510,35.8,7.29,30.93,132.42,0.0
1511,78.16,44.96,9.85,33.75,0.0
1512,164.65,210.18,295.68,130.24,234.9
1513,25.72,11.25,4.94,127.23,0.0
1514,178.72,3.79,112.32,119.42,0.0
1515,175.68,0.0,141.38,130.49,0.0
1516,178.47,29.9,18.77,144.7,0.0
1517,97.75,225.01,184.58,100.6,45.29
1518,37.28,20.82,358.15,143.13,0.0
1519,171.33,0.0,95.75,111.68,0.0
1520,109.26,0.0,393.73,89.15,0.0
1521,98.93,0.0,45.3,87.96,0.0
1522,54.66,46.52,44.88,96.44,0.0
1523,122.2,0.0,34.94,140.69,0.0
1524,163.49,0.55,191.1,89.68,0.0
1525,49.83,29.21,83.26,59.99,0.0
1526,115.63,54.2,40.38,36.93,0.0
1527,52.39,35.85,35.55,38.73,0.0
1528,139.96,0.0,199.97,131.02,68.29
1529,73.84,0.0,579.34,96.07,0.0
1530,212.02,0.0,221.06,129.26,0.0
1531,138.52,256.16,150.42,91.85,0.0
1532,86.28,44.58,45.66,61.39,0.0
1533,60.66,46.16,188.35,135.66,0.0
1534,190.55,0.0,353.24,87.03,181.43
1535,69.82,0.0,23.91,41.62,0.0
1536,142.25,37.8,88.03,131.98,0.0
1537,182.9,9.59,25.76,144.2,0.0
1538,127.28,0.77,61.58,149.76,0.0
1539,102.1,0.0,75.06,98.01,0.0
1540,73.56,192.13,200.85,126.71,120.51
1541,99.69,0.0,70.94,106.19,0.0
1542,58.18,0.0,145.78,87.39,0.0
1543,152.72,0.0,215.1,149.41,99.63
1544,119.54,0.0,104.05,98.98,90.53
1545,41.92,21.19,124.05,70.95,0.0
1546,49.55,74.96,118.67,76.73,0.0
1547,120.71,0.0,117.52,132.27,0.0
1548,145.99,0.0,192.78,69.71,0.0
1549,74.71,0.0,26.21,137.16,0.0
1550,74.89,0.0,36.87,111.25,0.0
1551,33.61,134.75,188.72,34.37,0.0
1552,149.67,0.0,17.04,109.25,0.0
1553,219.57,0.0,248.85,80.95,246.54
1554,30.53,0.0,49.39,62.57,0.0
1555,89.55,73.68,144.96,65.28,0.0
1556,102.78,21.08,275.94,103.44,257.7
1557,105.52,0.0,35.26,139.28,0.0
1558,79.27,0.0,187.69,38.3,0.0
1559,113.72,0.0,287.67,67.1,280.62
1560,59.62,0.0,659.15,41.05,244.21
1561,86.95,0.0,46.63,79.86,0.0
1562,247.01,43.75,784.66,145.32,0.0
1563,95.2,201.59,192.77,121.81,91.63
1564,92.74,0.0,234.39,140.74,146.25
1565,50.48,32.2,49.8,134.97,0.0
1566,93.6,0.0,42.1,82.11,0.0
1567,176.35,56.94,758.18,105.77,65.16
1568,136.35,58.82,170.79,101.87,0.0
1569,122.01,3.97,162.42,48.95,0.0
1570,138.57,0.0,11.26,97.35,0.0
1571,117.7,0.0,144.23,99.07,44.13
1572,171.36,0.0,166.45,120.8,0.0
1573,52.94,6.95,177.93,32.35,0.0
1574,30.76,0.0,8.66,87.58,0.0
1575,162.69,127.35,333.17,138.07,256.2
1576,68.85,0.0,4.72,71.36,0.0
1577,193.93,21.0,372.95,91.56,38.83
1578,101.77,18.88,13.96,95.85,0.0
1579,65.86,70.03,17.64,105.81,0.0
1580,149.41,50.65,56.9,91.72,0.0
1581,167.55,86.28,31.62,109.88,0.0
1582,182.32,156.89,303.18,127.39,0.0
1583,107.16,0.0,82.65,110.85,0.0
1584,57.5,0.0,0.43,86.96,0.0
1585,32.05,0.0,160.2,68.84,0.0
1586,74.39,57.23,44.57,40.37,0.0
1587,186.09,0.0,347.91,133.46,82.62
1588,72.9,0.0,147.55,109.68,81.62
1589,55.59,37.55,47.8,93.42,0.0
1590,138.41,0.0,170.62,107.92,0.0
1591,128.5,0.0,188.2,117.08,0.0
1592,21.52,5.97,64.45,34.87,0.0
1593,92.29,43.38,13.36,141.11,0.0
1594,113.48,0.0,96.1,59.09,0.0
1595,55.69,121.37,191.03,140.38,97.67
1596,85.93,106.16,139.64,32.46,23.92
1597,131.62,64.24,116.86,117.8,21.73
1598,128.02,57.87,8.15,109.85,0.0
1599,123.66,0.0,124.13,62.33,68.36
1600,70.98,7.37,196.52,49.01,0.0
1601,51.04,0.0,11.34,48.82,0.0
1602,83.84,0.0,472.08,51.54,123.18
1603,271.42,0.0,470.59,126.96,105.6
1604,123.62,0.0,2.33,62.31,0.0
1605,160.67,24.61,9.91,33.11,0.0
1606,62.57,79.94,154.07,90.15,0.0
1607,96.6,23.57,217.87,131.13,55.79
1608,60.22,0.0,23.14,96.94,0.0
1609,282.15,0.0,364.35,35.01,78.32
1610,102.15,0.0,699.5,32.91,0.0
1611,55.19,64.34,41.34,61.77,0.0
1612,142.71,90.03,344.38,58.0,141.4
1613,52.83,90.92,257.09,123.15,242.07
1614,167.79,0.0,30.65,32.17,0.0
1615,104.37,0.0,79.42,36.95,0.0
1616,53.4,98.21,723.81,136.16,0.0
1617,32.66,65.85,61.23,138.02,79.55
1618,82.28,38.81,47.41,133.52,0.0
1619,131.58,0.0,41.44,64.49,0.0
1620,72.64,0.0,10.22,61.29,0.0
1621,156.52,346.7,680.64,109.14,0.0
1622,128.22,45.07,16.35,132.12,0.0
1623,72.57,0.0,35.23,99.92,0.0
1624,26.64,25.21,8.11,33.65,0.0
1625,181.03,37.49,42.95,128.99,0.0
1626,138.48,34.32,149.82,92.75,0.0
1627,78.04,0.0,91.46,82.94,0.0
1628,58.58,0.0,744.05,31.12,299.25
1629,197.64,0.0,29.02,145.85,0.0
1630,90.82,113.18,162.93,94.42,0.0
1631,94.37,26.8,397.12,115.02,32.54
1632,63.74,6.57,22.41,30.58,0.0
1633,105.11,0.0,86.73,33.18,0.0
1634,109.92,0.0,175.04,40.92,32.98
1635,71.84,83.33,76.77,31.39,0.0
1636,72.43,0.0,85.72,100.05,28.38
1637,220.92,191.19,259.18,43.11,75.3
1638,169.84,111.74,182.11,142.82,0.0
1639,76.43,15.01,17.0,140.38,0.0
1640,28.7,42.92,179.18,56.97,0.0
1641,195.27,171.84,638.45,89.28,0.0
1642,60.15,9.37,108.31,83.25,0.0
1643,55.88,32.29,94.14,76.67,0.0
1644,129.06,30.19,15.69,84.86,0.0
1645,161.77,0.0,80.93,71.59,0.0
1646,105.61,66.48,109.99,62.28,0.0
1647,198.0,0.0,37.13,57.64,0.0
1648,56.62,0.0,16.4,123.57,0.0
1649,153.72,99.03,195.9,48.23,0.0
1650,104.34,52.02,17.42,43.11,0.0
1651,131.72,0.0,19.81,36.64,0.0
1652,193.37,0.0,46.97,45.91,0.0
1653,184.76,0.0,31.02,38.86,0.0
1654,115.93,3.23,177.9,61.5,0.0
1655,174.37,20.04,18.44,87.75,0.0
1656,44.08,16.21,49.43,126.34,0.0
1657,146.48,0.0,82.68,91.14,0.0
1658,152.34,70.15,18.39,91.96,0.0
1659,143.99,7.33,14.06,135.72,0.0
1660,133.47,56.16,710.15,97.2,85.05
1661,31.16,0.0,17.59,90.97,0.0
1662,52.85,91.42,178.27,139.43,0.0
1663,62.25,0.0,22.34,148.04,0.0
1664,91.77,0.0,105.26,135.33,0.0
1665,68.11,12.8,22.29,54.86,0.0
1666,38.63,0.0,145.92,149.01,54.75
1667,189.61,0.0,71.15,35.9,0.0
1668,24.74,0.0,12.08,45.46,0.0
1669,180.43,0.0,74.71,107.37,0.0
1670,105.3,126.66,114.08,62.6,0.0
1671,195.79,0.0,385.03,108.63,87.88
1672,60.87,0.0,23.09,120.13,0.0
1673,71.54,29.32,132.67,32.86,0.0
1674,88.19,79.45,20.21,74.41,0.0
1675,96.59,67.26,53.28,48.01,0.0
1676,52.0,19.49,17.25,91.69,0.0
1677,165.85,0.0,22.17,41.22,0.0
1678,43.42,0.0,87.06,139.34,0.0
1679,141.9,0.0,170.14,53.46,0.0
1680,83.42,1.57,39.36,115.12,0.0
1681,195.49,0.0,10.01,49.99,0.0
1682,40.38,0.0,20.01,145.87,0.0
1683,116.77,0.0,4.24,68.71,0.0
1684,66.99,0.0,169.41,136.93,0.0
1685,197.17,32.52,28.09,69.69,0.0
1686,29.95,52.82,48.46,79.24,0.0
1687,66.94,13.03,26.42,66.67,0.0
1688,73.7,0.0,27.29,37.39,0.0
1689,77.14,61.6,20.56,31.97,0.0
1690,94.81,0.0,168.18,57.13,0.0
1691,108.57,20.09,17.66,35.93,0.0
1692,140.62,0.6,150.9,51.98,70.21
1693,88.62,39.03,27.32,100.66,0.0
1694,65.86,0.0,17.75,45.07,0.0
1695,32.86,0.0,2.94,136.91,0.0
1696,91.4,156.55,239.11,128.29,97.75
1697,230.75,0.0,384.23,61.76,0.0
1698,156.23,2.19,39.61,66.19,0.0
1699,40.0,20.63,4.82,125.4,0.0
1700,51.98,0.0,119.07,99.9,0.0
1701,61.33,0.0,67.92,135.45,82.64
1702,75.12,144.55,198.24,105.22,92.62
1703,169.51,71.07,141.34,38.65,0.0
1704,92.68,0.0,0.49,149.52,0.0
1705,34.23,27.64,31.52,98.05,0.0
1706,154.4,0.0,201.95,31.98,0.0
1707,210.95,36.12,379.79,73.12,214.3
1708,145.76,35.62,55.15,100.34,60.71
1709,133.68,56.36,0.29,106.15,0.0
1710,179.6,128.17,292.09,126.23,0.0
1711,154.71,24.5,64.92,91.56,0.0
1712,58.88,0.0,19.27,67.98,0.0
1713,141.05,0.0,577.61,102.98,184.8
1714,75.64,0.0,135.2,65.59,0.0
1715,196.01,0.0,287.68,69.72,93.26
1716,40.7,0.0,101.12,62.7,0.0
1717,196.05,25.02,164.4,68.62,20.1
1718,142.18,118.03,123.0,131.19,0.0
1719,72.75,0.0,178.32,51.66,64.36
1720,82.25,0.0,4.54,52.23,0.0
1721,154.9,39.17,12.51,50.12,0.0
1722,177.72,78.24,59.16,132.5,0.0
1723,141.69,34.17,14.36,122.44,0.0
1724,167.82,0.0,44.45,140.05,0.0
1725,141.78,217.79,755.87,58.45,178.7
1726,122.64,0.0,174.41,92.81,0.0
1727,111.5,0.0,110.44,76.58,0.0
1728,37.26,28.16,35.52,122.1,0.0
1729,137.2,0.0,182.35,96.99,78.52
1730,68.51,0.0,196.53,132.68,0.0
1731,58.79,0.0,13.47,119.13,0.0
1732,114.47,58.13,163.28,81.29,0.0
1733,139.91,44.71,5.8,76.24,0.0
1734,74.99,7.89,0.13,131.03,0.0
1735,85.66,43.51,45.97,129.6,0.0
1736,71.88,48.93,318.36,43.16,21.22
1737,132.88,24.06,48.64,38.41,0.0
1738,141.45,0.0,34.52,51.3,0.0
1739,94.88,13.2,17.62,67.07,0.0
1740,144.45,117.82,155.96,58.99,99.08
1741,49.47,151.34,168.57,83.3,0.0
1742,55.42,5.76,56.19,112.63,0.0
1743,65.53,0.0,174.09,52.77,0.0
1744,122.8,0.0,22.74,57.13,0.0
1745,79.37,0.0,89.74,143.94,0.0
1746,80.75,0.0,24.62,103.86,0.0
1747,105.07,43.13,0.58,68.83,0.0
1748,192.45,0.0,11.6,53.47,0.0
1749,30.28,74.72,135.05,145.15,0.0
1750,140.39,44.24,7.47,147.59,0.0
1751,121.04,3.48,180.99,93.5,0.0
1752,133.49,0.0,49.31,70.74,0.0
1753,179.57,0.63,7.35,33.9,0.0
1754,193.94,14.46,35.75,149.88,0.0
1755,29.31,50.73,163.7,139.7,0.0
1756,109.46,100.6,248.41,113.98,0.0
1757,43.0,4.8,37.11,69.56,0.0
1758,138.97,0.0,48.4,110.44,0.0
1759,157.98,0.0,37.88,92.6,0.0
1760,130.75,38.78,40.7,69.48,0.0
1761,137.46,8.39,30.14,129.76,0.0
1762,20.75,78.21,181.34,118.62,72.03
1763,96.93,108.39,186.03,147.64,0.0
1764,52.05,0.0,87.27,104.62,0.0
1765,198.3,18.01,7.24,56.04,0.0
1766,103.6,0.0,110.26,49.72,0.0
1767,98.06,0.0,97.97,106.8,0.0
1768,41.25,51.74,122.64,42.3,0.0
1769,96.55,86.17,115.45,67.92,0.0
1770,121.94,0.0,8.9,135.0,0.0
1771,110.48,5.62,26.41,147.13,0.0
1772,97.39,0.0,17.44,86.11,0.0
1773,32.62,0.0,43.88,32.05,0.0
1774,60.83,0.0,43.6,129.45,0.0
1775,57.85,244.72,270.38,77.6,64.03
1776,68.84,0.0,7.76,36.12,0.0
1777,97.97,0.0,709.1,53.52,86.13
1778,59.67,48.42,7.38,55.63,0.0
1779,90.83,0.0,106.29,59.65,0.0
1780,42.82,51.26,15.82,147.23,0.0
1781,59.93,0.0,26.36,114.91,0.0
1782,69.25,0.0,361.16,127.01,120.95
1783,106.95,0.0,3.66,69.27,0.0
1784,156.17,115.94,204.63,117.03,207.14
1785,37.72,75.93,94.97,122.39,0.0
1786,41.53,68.26,199.83,43.49,0.0
1787,85.57,9.98,97.39,60.39,0.0
1788,65.73,221.72,770.93,40.81,0.0
1789,143.99,3.31,6.88,45.57,0.0
1790,177.46,0.0,204.75,145.1,124.36
1791,76.75,222.7,198.0,54.52,0.0
1792,129.87,0.0,82.07,54.37,0.0
1793,102.93,73.9,20.61,126.81,0.0
1794,30.63,73.66,88.49,122.72,0.0
1795,149.26,0.0,31.2,130.55,0.0
1796,172.44,0.0,13.75,31.88,0.0
1797,135.21,62.62,31.04,127.41,0.0
1798,124.63,14.15,62.06,92.09,0.0
1799,103.41,0.0,7.24,90.02,0.0
1800,101.49,0.0,26.09,118.4,0.0
1801,24.34,0.0,122.01,90.25,0.0
1802,60.68,0.0,48.32,91.12,0.0
1803,54.43,60.51,192.34,131.29,0.0
1804,217.2,0.0,452.92,50.62,51.46
1805,113.01,1.03,357.76,77.93,180.28
1806,170.89,1.43,153.67,125.21,23.69
1807,108.31,59.36,173.47,118.82,0.0
1808,121.55,112.82,119.31,129.99,0.0
1809,52.4,0.0,35.6,146.02,0.0
1810,106.27,0.0,25.62,43.98,0.0
1811,44.18,27.47,42.77,33.88,0.0
1812,126.42,8.55,127.59,36.68,0.0
1813,267.18,39.92,221.81,42.06,175.87
1814,56.49,0.0,46.61,53.99,0.0
1815,121.68,0.0,72.96,52.13,0.0
1816,64.72,0.0,24.09,118.18,0.0
1817,144.68,189.55,181.17,55.94,194.75
1818,94.71,0.0,65.05,71.31,83.9
1819,129.22,0.0,58.91,115.02,51.17
1820,79.88,0.0,14.09,82.41,0.0
1821,71.29,0.0,38.19,42.47,0.0
1822,282.52,0.0,325.63,114.6,208.13
1823,77.15,0.0,41.09,130.53,0.0
1824,72.41,85.52,94.69,146.12,0.0
1825,103.3,118.72,122.35,139.3,53.44
1826,129.44,0.0,31.51,80.54,0.0
1827,195.21,43.67,100.95,94.76,0.0
1828,58.17,54.51,100.49,128.99,0.0
1829,71.36,0.0,82.39,73.05,0.0
1830,115.76,12.79,128.22,86.59,0.0
1831,61.03,14.26,46.08,119.12,0.0
1832,146.11,82.22,62.38,49.96,0.0
1833,222.09,144.15,785.35,65.86,0.0
1834,110.35,0.0,184.44,144.54,0.0
1835,110.18,0.0,495.76,37.25,204.54
1836,82.28,52.25,1.66,121.41,0.0
1837,286.0,0.0,156.42,109.06,34.4
1838,159.39,125.45,193.09,73.15,0.0
1839,60.48,0.0,301.77,92.57,86.57
1840,127.31,72.8,34.68,48.1,0.0
1841,88.28,38.15,96.9,124.18,0.0
1842,196.87,0.0,363.68,100.05,0.0
1843,31.78,29.67,9.44,145.69,0.0
1844,118.23,146.35,155.01,93.56,0.0
1845,30.75,0.0,70.77,129.37,0.0
1846,145.58,0.0,775.23,47.97,128.32
1847,149.93,3.58,182.43,47.47,0.0
1848,171.66,100.21,180.22,81.24,35.61
1849,63.96,91.77,49.8,120.48,0.0
1850,63.61,60.59,84.9,117.53,0.0
1851,191.87,129.88,378.88,128.6,215.78
1852,67.79,120.22,153.98,31.53,0.0
1853,47.76,4.54,40.64,75.44,0.0
1854,56.83,0.0,110.9,126.78,0.0
1855,23.51,0.0,165.04,135.38,0.0
1856,193.67,47.69,35.66,125.06,0.0
1857,95.78,19.06,37.04,91.41,0.0
1858,83.05,47.94,16.95,134.96,0.0
1859,48.64,0.0,89.2,111.46,0.0
1860,130.15,111.65,182.41,124.79,0.0
1861,44.17,56.4,111.39,89.27,59.05
1862,207.96,93.72,351.52,131.63,96.11
1863,127.2,0.0,647.51,48.88,0.0
1864,112.9,79.78,77.5,46.19,0.0
