totalExpenses,totalSavingsInvestments,monthlyCashFlow,housingRatio,debtToIncome,savingsInvestmentsRate,carPaymentRatio,savingsInvestmentsRate,monthsSaved,financialHealth
4112.48,0.0,-2107.89,72.99,20.83,0.0,8.33,0.0,0.35,FinanciallyDistressed
6855.22,0.0,-4505.27,80.97,0.29,0.0,0.0,0.0,0.37,FinanciallyDistressed
7465.06,121.77,-2916.5,75.82,14.27,2.61,10.93,2.61,0.38,FinanciallyDistressed
6837.5,0.0,-3920.03,55.14,22.71,0.0,12.38,0.0,1.27,FinanciallyDistressed
9481.33,699.44,-5776.05,92.2,0.07,15.88,0.0,15.88,2.36,FinanciallyVulnerable
9164.42,718.31,1212.79,27.21,10.55,6.47,0.0,6.47,1.67,FinanciallyStable
15523.14,1603.08,-9309.19,63.99,23.94,20.51,10.81,20.51,0.83,FinanciallyDistressed
7272.95,400.18,68.07,27.67,7.9,5.17,0.0,5.17,3.01,FinanciallyStable
6113.04,0.0,-2590.73,44.59,20.43,0.0,10.08,0.0,0.77,FinanciallyDistressed
4234.57,0.0,478.57,22.57,0.71,0.0,0.0,0.0,1.9,FinanciallyStable
9062.03,226.57,-6000.02,84.38,6.76,6.89,0.0,6.89,1.13,FinanciallyDistressed
4408.59,0.0,-2872.52,97.7,7.48,0.0,0.0,0.0,1.69,FinanciallyDistressed
7855.75,237.07,-6103.73,99.26,20.72,11.92,19.59,11.92,2.8,FinanciallyDistressed
5252.69,149.97,-1641.55,51.45,6.34,3.99,0.0,3.99,5.18,FinanciallyDistressed
10523.66,667.27,-3084.47,59.96,10.87,8.23,0.0,8.23,0.79,FinanciallyDistressed
3546.77,212.92,-693.6,31.88,0.3,6.94,0.0,6.94,1.0,FinanciallyVulnerable
4454.3,0.0,862.85,27.67,9.7,0.0,0.0,0.0,0.8,FinanciallyStable
4862.42,110.0,-2181.35,44.88,40.46,3.94,25.43,3.94,0.14,FinanciallyDistressed
6565.21,803.4,325.23,23.67,3.95,10.44,0.0,10.44,1.29,FinanciallyStable
6361.59,691.26,-944.56,42.28,4.53,11.32,0.0,11.32,1.39,FinanciallyVulnerable
7597.68,0.0,-3272.76,62.98,2.85,0.0,0.0,0.0,1.71,FinanciallyDistressed
4047.36,153.28,-1942.91,53.68,11.38,6.79,0.0,6.79,1.42,FinanciallyDistressed
6063.05,238.29,-4052.18,53.69,4.67,10.59,0.0,10.59,1.82,FinanciallyVulnerable
9975.19,627.37,-3293.12,38.13,13.76,8.58,0.0,8.58,0.73,FinanciallyVulnerable
7367.33,151.77,-4702.84,63.33,16.81,5.39,15.29,5.39,0.69,FinanciallyDistressed
4869.09,0.0,-945.59,55.23,0.7,0.0,0.0,0.0,0.73,FinanciallyDistressed
4720.83,515.83,673.11,29.59,0.56,8.73,0.0,8.73,2.67,FinanciallyStable
7097.49,0.0,-4234.0,51.85,21.91,0.0,15.54,0.0,1.47,FinanciallyDistressed
6355.1,967.17,-496.38,23.15,23.91,14.17,20.59,14.17,0.71,FinanciallyVulnerable
6961.66,227.59,-3606.16,94.88,9.54,6.35,0.0,6.35,2.27,FinanciallyDistressed
4576.98,0.0,-709.19,46.94,8.26,0.0,0.0,0.0,1.8,FinanciallyVulnerable
5664.26,267.23,-2348.25,48.22,10.32,7.46,0.0,7.46,1.39,FinanciallyVulnerable
4213.64,139.88,-2928.2,97.03,32.44,9.81,11.83,9.81,4.82,FinanciallyDistressed
8123.41,91.2,-4745.94,52.72,24.95,2.63,0.0,2.63,0.9,FinanciallyDistressed
14340.21,625.89,381.95,25.95,7.73,4.08,0.0,4.08,1.02,FinanciallyStable
5637.05,258.58,-2192.48,36.25,10.29,6.98,10.18,6.98,1.88,FinanciallyVulnerable
10251.31,403.77,-578.52,26.02,7.73,4.01,0.0,4.01,1.63,FinanciallyVulnerable
5813.35,0.0,-3228.15,96.72,1.63,0.0,0.0,0.0,1.66,FinanciallyDistressed
8236.84,1453.37,-1017.78,40.68,2.76,16.76,0.0,16.76,0.91,FinanciallyVulnerable
8674.03,477.87,-2920.62,60.53,8.22,7.67,0.0,7.67,1.07,FinanciallyDistressed
7598.56,1098.17,-496.63,28.32,11.25,13.39,11.07,13.39,4.0,FinanciallyStable
7948.59,0.0,-5055.61,89.09,7.67,0.0,0.0,0.0,1.11,FinanciallyDistressed
7386.28,85.92,-3931.45,87.14,27.25,2.43,15.88,2.43,2.84,FinanciallyDistressed
11291.78,1118.35,-5655.97,63.35,3.54,16.56,0.0,16.56,4.91,FinanciallyVulnerable
6826.06,160.93,-3973.73,43.48,14.31,5.34,13.93,5.34,4.62,FinanciallyVulnerable
8838.01,465.43,-3059.58,37.47,15.63,7.45,0.0,7.45,0.95,FinanciallyDistressed
5331.74,159.52,-1672.58,49.14,16.17,4.18,7.42,4.18,5.28,FinanciallyVulnerable
18363.38,358.82,-7356.66,72.93,13.08,3.16,12.83,3.16,0.54,FinanciallyDistressed
5188.24,434.97,846.13,18.2,15.66,6.72,0.0,6.72,1.0,FinanciallyStable
10010.98,479.5,-5194.75,29.44,35.23,9.05,21.4,9.05,0.38,FinanciallyDistressed
7472.9,218.47,-4551.93,56.71,17.95,6.96,11.24,6.96,5.02,FinanciallyDistressed
7915.5,168.23,-4231.12,104.94,0.04,4.37,0.0,4.37,2.16,FinanciallyDistressed
8096.07,647.61,510.33,17.72,23.31,7.0,8.06,7.0,0.58,FinanciallyStable
4211.6,104.93,-152.76,34.99,1.13,2.52,0.0,2.52,3.33,FinanciallyVulnerable
3983.21,160.61,-1520.91,47.1,6.07,6.12,0.0,6.12,2.19,FinanciallyVulnerable
6185.81,0.0,-1660.07,52.01,8.76,0.0,0.0,0.0,0.96,FinanciallyDistressed
5954.26,594.49,-2627.54,51.82,6.06,15.16,0.0,15.16,4.82,FinanciallyVulnerable
7968.16,0.0,-5679.22,81.05,8.86,0.0,0.0,0.0,1.03,FinanciallyDistressed
7024.29,472.85,-4470.76,89.75,9.68,15.62,0.0,15.62,1.26,FinanciallyVulnerable
6549.22,67.9,-4062.56,115.44,1.26,2.66,0.0,2.66,0.08,FinanciallyDistressed
5525.01,452.67,-1889.01,52.98,5.22,11.07,0.0,11.07,1.58,FinanciallyVulnerable
5571.97,0.0,-705.44,41.08,0.41,0.0,0.0,0.0,1.76,FinanciallyVulnerable
5046.92,516.05,-924.96,31.81,19.08,11.13,17.04,11.13,1.66,FinanciallyVulnerable
11914.8,423.48,-5456.86,54.94,7.67,6.15,0.0,6.15,5.67,FinanciallyVulnerable
14380.22,1446.53,-4421.21,42.41,11.68,12.68,0.0,12.68,1.87,FinanciallyVulnerable
10454.91,419.93,-6313.15,74.74,7.11,9.21,0.0,9.21,0.0,FinanciallyDistressed
4814.52,0.0,-1750.11,79.99,0.34,0.0,0.0,0.0,1.78,FinanciallyDistressed
5398.71,684.06,-2004.78,47.76,4.91,16.77,0.0,16.77,1.78,FinanciallyVulnerable
4960.01,392.58,-2915.4,59.71,8.12,16.11,0.0,16.11,1.53,FinanciallyVulnerable
7803.13,319.67,-125.03,38.15,9.59,4.0,0.0,4.0,1.7,FinanciallyVulnerable
10319.02,319.11,-5860.56,53.26,12.68,6.68,0.0,6.68,0.39,FinanciallyDistressed
6086.61,0.0,-3296.51,72.56,9.2,0.0,0.0,0.0,1.33,FinanciallyDistressed
9428.19,2292.61,-1371.96,15.52,31.61,22.15,25.28,22.15,5.9,FinanciallyVulnerable
8493.36,79.42,-6539.31,106.79,13.1,3.91,0.0,3.91,1.3,FinanciallyDistressed
5325.35,759.76,131.38,26.78,5.39,12.22,0.0,12.22,2.34,FinanciallyStable
8080.4,150.91,-5542.03,75.2,24.21,5.61,18.28,5.61,3.57,FinanciallyDistressed
16314.16,436.66,-3154.16,37.92,13.69,3.21,9.85,3.21,3.25,FinanciallyVulnerable
8275.59,283.67,-5748.59,70.55,11.31,10.09,10.86,10.09,2.72,FinanciallyVulnerable
6526.71,420.11,-4056.88,56.04,13.89,14.54,0.0,14.54,3.85,FinanciallyVulnerable
9064.46,0.0,-6903.59,112.35,30.94,0.0,0.0,0.0,0.25,FinanciallyDistressed
5680.56,186.19,-2976.13,69.26,0.88,6.44,0.0,6.44,2.2,FinanciallyDistressed
4884.67,0.0,-1451.5,37.21,0.45,0.0,0.0,0.0,0.27,FinanciallyDistressed
4498.42,0.0,-1056.38,38.21,3.32,0.0,0.0,0.0,0.75,FinanciallyDistressed
6598.29,565.22,-3355.14,79.08,18.29,14.84,18.1,14.84,4.64,FinanciallyDistressed
5233.32,135.73,-3206.15,53.03,1.08,6.28,0.0,6.28,1.57,FinanciallyDistressed
5083.22,176.09,-2815.91,74.01,8.41,7.21,0.0,7.21,1.18,FinanciallyDistressed
9042.6,979.81,-1790.28,21.19,20.31,11.9,20.19,11.9,1.59,FinanciallyVulnerable
7843.99,485.41,-2005.04,38.02,3.92,7.68,0.0,7.68,1.98,FinanciallyVulnerable
5603.78,499.74,-645.28,21.96,32.12,9.16,14.61,9.16,2.94,FinanciallyVulnerable
9586.37,179.68,-4890.48,36.92,23.85,3.69,0.0,3.69,1.02,FinanciallyVulnerable
6589.87,854.16,-2546.02,53.97,0.76,17.44,0.0,17.44,5.11,FinanciallyVulnerable
7119.46,508.52,-3067.95,62.1,23.71,11.15,13.31,11.15,1.09,FinanciallyDistressed
5677.96,290.37,-3605.94,68.74,7.95,12.29,0.0,12.29,2.98,FinanciallyVulnerable
14222.67,1554.03,-8999.71,71.12,24.68,22.93,10.47,22.93,1.43,FinanciallyVulnerable
7107.54,1480.59,4540.76,21.7,0.19,11.28,0.0,11.28,3.02,FinanciallyThriving
8999.08,216.73,-5648.69,77.78,16.62,6.08,15.3,6.08,1.73,FinanciallyDistressed
6149.88,151.52,-3758.57,72.35,3.55,5.96,0.0,5.96,4.61,FinanciallyVulnerable
5883.69,0.0,-2545.61,78.76,0.72,0.0,0.0,0.0,1.44,FinanciallyDistressed
6990.62,0.0,-4098.27,45.55,19.65,0.0,15.85,0.0,1.6,FinanciallyDistressed
9212.13,219.57,-2566.93,40.77,2.83,3.2,0.0,3.2,0.69,FinanciallyDistressed
6582.02,371.7,-4737.23,102.33,0.84,16.77,0.0,16.77,2.24,FinanciallyVulnerable
10013.94,3766.76,-323.51,28.54,5.17,27.99,0.0,27.99,2.32,FinanciallyStable
8144.15,0.0,-4889.45,77.63,1.24,0.0,0.0,0.0,0.53,FinanciallyDistressed
7888.42,848.93,-1362.72,21.03,24.45,11.51,12.75,11.51,1.07,FinanciallyVulnerable
5677.2,1360.99,2944.68,19.36,0.32,13.63,0.0,13.63,2.64,FinanciallyThriving
7894.12,295.25,-3563.96,43.86,5.55,6.38,0.0,6.38,1.49,FinanciallyVulnerable
9149.73,103.82,-5362.27,46.42,15.0,2.67,14.35,2.67,4.56,FinanciallyVulnerable
9517.12,811.0,-2234.97,21.29,32.93,10.02,17.84,10.02,1.83,FinanciallyVulnerable
4263.38,188.26,-1307.39,51.26,6.74,5.99,0.0,5.99,4.61,FinanciallyVulnerable
4678.79,308.29,-1684.4,37.36,10.97,9.33,0.0,9.33,1.36,FinanciallyVulnerable
11601.57,1240.39,-4152.97,33.47,13.04,14.28,10.65,14.28,0.7,FinanciallyVulnerable
5064.62,760.34,455.35,21.73,12.3,12.11,0.0,12.11,2.68,FinanciallyThriving
10044.86,429.85,-1775.31,29.13,8.75,4.94,0.0,4.94,0.79,FinanciallyVulnerable
5896.38,1198.11,1049.29,15.76,10.67,14.71,0.0,14.71,2.48,FinanciallyThriving
4498.33,174.05,-1474.34,44.1,21.23,5.44,21.19,5.44,1.22,FinanciallyDistressed
6770.41,114.92,-3925.18,47.47,10.64,3.88,10.61,3.88,1.86,FinanciallyVulnerable
8529.05,170.05,-5835.29,79.51,4.26,5.94,0.0,5.94,1.25,FinanciallyDistressed
5968.37,282.03,-1541.34,48.12,0.97,5.99,0.0,5.99,1.09,FinanciallyVulnerable
6230.74,0.0,-2269.44,45.11,27.0,0.0,13.92,0.0,1.05,FinanciallyDistressed
11236.07,715.37,-2207.84,50.8,2.09,7.34,0.0,7.34,0.6,FinanciallyDistressed
3617.19,424.19,-513.9,23.01,6.06,12.03,0.0,12.03,0.67,FinanciallyVulnerable
5525.98,379.96,-2638.5,45.97,14.41,11.63,0.0,11.63,0.82,FinanciallyVulnerable
8283.84,998.28,-3439.13,50.48,24.79,17.09,18.89,17.09,1.95,FinanciallyDistressed
4943.12,77.17,-2979.02,94.64,7.68,3.78,0.0,3.78,0.32,FinanciallyDistressed
6768.35,213.02,-3265.98,58.32,26.44,5.73,15.62,5.73,0.08,FinanciallyDistressed
10406.36,1507.58,138.4,29.44,17.83,12.51,12.92,12.51,0.91,FinanciallyStable
4193.14,0.0,-1979.53,45.38,3.64,0.0,0.0,0.0,1.27,FinanciallyVulnerable
8393.17,0.0,-2693.51,44.43,28.51,0.0,15.49,0.0,0.47,FinanciallyDistressed
4938.64,328.75,-1543.55,44.21,6.02,8.83,0.0,8.83,4.91,FinanciallyVulnerable
9080.6,141.37,-6711.09,122.2,12.53,5.63,11.44,5.63,0.34,FinanciallyDistressed
5152.27,147.15,-2846.84,76.87,1.89,6.0,0.0,6.0,0.99,FinanciallyDistressed
5258.9,765.73,-64.75,24.17,0.62,12.85,0.0,12.85,1.57,FinanciallyStable
6489.85,0.0,-3148.38,38.79,23.77,0.0,22.63,0.0,1.13,FinanciallyDistressed
3837.68,0.0,-1395.13,56.17,14.51,0.0,14.49,0.0,1.69,FinanciallyDistressed
6747.71,415.57,-2633.21,55.49,5.07,9.17,0.0,9.17,4.49,FinanciallyVulnerable
11321.58,539.45,-4546.04,39.53,3.3,7.37,0.0,7.37,1.4,FinanciallyVulnerable
7277.99,0.0,-3752.24,85.01,14.92,0.0,0.0,0.0,1.19,FinanciallyDistressed
10020.95,728.23,-3859.14,30.33,13.44,10.57,13.25,10.57,5.73,FinanciallyStable
6735.9,0.0,-4890.85,100.35,19.19,0.0,12.49,0.0,1.14,FinanciallyDistressed
4444.16,1501.07,-635.06,33.43,0.55,28.27,0.0,28.27,5.46,FinanciallyStable
8332.48,282.55,-4116.83,50.63,21.99,6.28,21.53,6.28,4.33,FinanciallyDistressed
6405.73,373.42,-3861.87,83.29,9.28,12.8,0.0,12.8,0.51,FinanciallyDistressed
6175.09,305.62,-3099.01,71.47,32.93,9.04,0.0,9.04,2.1,FinanciallyDistressed
7407.53,183.17,-3179.86,38.71,2.85,4.15,0.0,4.15,1.72,FinanciallyVulnerable
6605.37,1708.97,1496.32,22.13,8.01,17.42,0.0,17.42,4.25,FinanciallyThriving
5127.48,645.41,855.86,19.44,13.26,9.74,0.0,9.74,0.77,FinanciallyStable
4632.36,278.58,-1709.37,48.98,18.66,8.7,18.26,8.7,5.85,FinanciallyVulnerable
10491.94,787.84,-3103.57,38.97,10.21,9.64,0.0,9.64,3.89,FinanciallyVulnerable
7906.39,0.0,-202.63,19.34,31.66,0.0,18.85,0.0,1.27,FinanciallyDistressed
8338.79,567.32,-1345.84,21.84,30.54,7.5,16.06,7.5,2.74,FinanciallyVulnerable
4959.13,0.0,-1763.11,52.75,14.75,0.0,0.0,0.0,1.89,FinanciallyDistressed
3642.75,176.86,-579.64,29.47,1.16,5.46,0.0,5.46,0.26,FinanciallyVulnerable
4796.39,131.51,-1303.64,48.24,4.47,3.63,0.0,3.63,1.59,FinanciallyVulnerable
7187.37,355.97,-830.05,34.74,7.37,5.3,0.0,5.3,1.56,FinanciallyVulnerable
6057.5,198.49,-4204.33,79.3,0.67,9.67,0.0,9.67,1.36,FinanciallyDistressed
5258.93,620.24,-852.82,36.62,3.37,12.34,0.0,12.34,1.63,FinanciallyVulnerable
5131.44,0.0,-3840.46,121.07,10.48,0.0,10.2,0.0,1.1,FinanciallyDistressed
3316.62,306.03,-1080.81,45.08,0.43,12.04,0.0,12.04,1.29,FinanciallyVulnerable
5020.24,898.78,613.32,22.43,8.06,13.76,0.0,13.76,0.83,FinanciallyStable
8924.55,521.37,857.12,30.76,14.38,5.06,12.27,5.06,1.98,FinanciallyStable
5986.5,0.0,-1524.77,52.54,0.78,0.0,0.0,0.0,0.61,FinanciallyDistressed
6336.25,2044.36,3098.87,17.65,5.72,17.81,0.0,17.81,4.93,FinanciallyThriving
4103.08,335.33,-1351.72,54.34,4.12,10.86,0.0,10.86,0.79,FinanciallyDistressed
5679.06,481.73,-2597.43,40.05,3.97,13.52,0.0,13.52,4.23,FinanciallyVulnerable
10118.65,388.77,-4132.53,51.89,0.36,6.1,0.0,6.1,1.85,FinanciallyDistressed
6689.49,59.71,-4091.36,67.83,1.09,2.25,0.0,2.25,3.53,FinanciallyDistressed
6314.66,0.0,-3165.53,47.13,7.6,0.0,0.0,0.0,1.64,FinanciallyVulnerable
5252.71,459.13,-429.43,33.39,0.12,8.69,0.0,8.69,4.53,FinanciallyVulnerable
9927.4,0.0,-4481.11,75.83,8.11,0.0,0.0,0.0,0.92,FinanciallyDistressed
14563.8,1043.8,-7998.28,64.71,22.01,13.72,16.22,13.72,5.45,FinanciallyDistressed
11716.97,1142.07,-835.01,40.52,4.89,9.5,0.0,9.5,1.2,FinanciallyVulnerable
3458.94,69.78,-2163.78,70.8,3.72,5.11,0.0,5.11,0.66,FinanciallyDistressed
3790.59,0.0,-982.87,47.97,7.31,0.0,0.0,0.0,1.37,FinanciallyVulnerable
5005.7,256.3,-869.33,47.15,7.63,5.83,0.0,5.83,1.53,FinanciallyVulnerable
4595.79,97.34,-1558.52,64.91,24.08,3.11,0.0,3.11,1.73,FinanciallyDistressed
5433.1,0.0,-978.03,52.29,0.52,0.0,0.0,0.0,1.07,FinanciallyDistressed
4863.49,206.39,-1528.99,31.05,25.03,5.83,16.35,5.83,0.81,FinanciallyDistressed
5144.27,121.11,-745.16,38.14,14.89,2.68,7.12,2.68,5.18,FinanciallyVulnerable
6637.21,0.0,-2584.4,72.56,8.15,0.0,0.0,0.0,0.6,FinanciallyDistressed
8830.08,756.42,-757.56,23.66,33.92,8.57,19.5,8.57,0.96,FinanciallyDistressed
5468.3,0.0,-2490.92,60.41,0.9,0.0,0.0,0.0,1.16,FinanciallyDistressed
7102.66,0.0,-3458.81,59.75,21.49,0.0,18.4,0.0,1.01,FinanciallyDistressed
6026.54,1113.07,-590.36,22.91,12.46,17.0,0.0,17.0,2.81,FinanciallyStable
8499.13,1551.46,1727.81,25.16,16.6,13.17,9.59,13.17,3.42,FinanciallyThriving
14748.95,1445.69,-6136.62,51.25,20.07,14.37,15.08,14.37,1.66,FinanciallyDistressed
4211.62,0.0,-1396.97,39.77,4.81,0.0,0.0,0.0,0.66,FinanciallyDistressed
4641.2,206.03,-1974.71,61.63,5.63,7.17,0.0,7.17,1.76,FinanciallyDistressed
4611.37,369.21,420.33,30.68,0.04,6.84,0.0,6.84,1.38,FinanciallyStable
6869.43,103.26,-3396.08,77.9,10.67,2.89,0.0,2.89,5.75,FinanciallyDistressed
7483.85,3208.7,514.89,19.29,10.19,28.63,0.0,28.63,5.02,FinanciallyThriving
10593.38,1375.71,-5276.15,38.38,3.38,20.55,0.0,20.55,4.24,FinanciallyStable
4969.81,410.26,-1303.34,48.21,14.97,10.06,14.85,10.06,0.07,FinanciallyVulnerable
8127.94,0.0,-2817.6,68.2,7.76,0.0,0.0,0.0,0.51,FinanciallyDistressed
6422.38,189.54,-3011.75,71.98,0.07,5.26,0.0,5.26,1.06,FinanciallyDistressed
10707.63,327.83,-6937.87,70.99,19.91,8.0,8.33,8.0,0.07,FinanciallyDistressed
5369.75,0.0,-1770.02,60.87,10.23,0.0,0.0,0.0,0.51,FinanciallyDistressed
5272.42,219.77,-2717.57,85.92,0.34,7.92,0.0,7.92,5.72,FinanciallyVulnerable
4904.73,0.0,-1932.91,39.88,29.0,0.0,18.98,0.0,0.47,FinanciallyDistressed
5646.11,0.0,-4053.19,149.92,33.4,0.0,25.02,0.0,1.78,FinanciallyDistressed
8809.94,1363.62,-3457.98,20.4,29.04,20.31,14.51,20.31,0.83,FinanciallyVulnerable
4479.78,191.48,-2845.12,65.56,9.9,10.49,0.0,10.49,0.66,FinanciallyDistressed
12854.38,1388.65,-3560.63,43.71,9.83,13.0,0.0,13.0,2.16,FinanciallyVulnerable
6928.52,1259.43,2655.65,16.3,3.16,11.61,0.0,11.61,1.8,FinanciallyThriving
10269.32,1893.23,-2455.27,29.75,25.41,19.5,16.89,19.5,2.18,FinanciallyVulnerable
9360.69,255.27,-6234.27,103.53,9.42,7.55,0.0,7.55,5.2,FinanciallyVulnerable
6481.57,0.0,-3605.74,75.34,8.56,0.0,0.0,0.0,0.25,FinanciallyDistressed
11810.38,137.51,-5613.45,55.98,12.01,2.17,0.0,2.17,1.59,FinanciallyDistressed
4913.97,0.0,-2047.17,61.79,20.63,0.0,20.19,0.0,0.33,FinanciallyDistressed
7425.9,0.0,-4880.08,92.95,1.6,0.0,0.0,0.0,1.72,FinanciallyDistressed
8033.55,927.58,-4119.77,45.47,8.39,19.16,0.0,19.16,5.68,FinanciallyStable
6578.89,0.0,-2979.65,79.99,20.1,0.0,12.2,0.0,0.41,FinanciallyDistressed
7387.12,725.01,-4160.03,38.55,32.82,18.34,20.86,18.34,1.73,FinanciallyVulnerable
4336.79,0.0,-2403.41,52.9,20.4,0.0,0.0,0.0,1.06,FinanciallyDistressed
4083.5,336.12,-1770.25,58.93,7.88,12.69,0.0,12.69,1.6,FinanciallyVulnerable
6843.75,228.72,-2838.19,85.43,0.49,5.4,0.0,5.4,4.94,FinanciallyVulnerable
5639.24,127.34,-3057.8,81.43,24.66,4.7,12.67,4.7,0.91,FinanciallyDistressed
6940.47,0.0,-4635.28,87.98,1.8,0.0,0.0,0.0,0.8,FinanciallyDistressed
11068.36,187.27,-8653.65,118.41,15.43,7.2,0.0,7.2,1.74,FinanciallyDistressed
6281.26,385.47,-3915.18,60.18,1.65,14.01,0.0,14.01,1.45,FinanciallyVulnerable
7568.42,1694.05,66.36,18.93,24.58,18.16,15.11,18.16,5.0,FinanciallyStable
3745.54,173.78,-914.8,51.55,8.0,5.78,0.0,5.78,1.59,FinanciallyDistressed
8951.24,667.18,-2950.91,36.51,23.53,10.01,12.58,10.01,2.54,FinanciallyVulnerable
6777.37,186.25,-2238.83,63.0,10.81,3.94,0.0,3.94,3.01,FinanciallyDistressed
10136.44,1813.47,-3274.42,30.11,22.44,20.9,8.74,20.9,0.63,FinanciallyVulnerable
4958.03,143.54,-2591.83,70.15,6.49,5.72,0.0,5.72,3.82,FinanciallyVulnerable
4490.23,107.44,-1081.82,55.44,0.5,3.06,0.0,3.06,1.43,FinanciallyDistressed
8084.73,355.57,-5002.44,57.56,6.57,10.34,0.0,10.34,2.93,FinanciallyVulnerable
9392.83,208.87,-5351.19,67.4,10.88,4.91,0.0,4.91,1.91,FinanciallyDistressed
7955.45,497.85,-4898.42,50.2,0.57,14.0,0.0,14.0,4.16,FinanciallyVulnerable
4856.63,160.61,49.63,29.52,10.36,3.17,10.06,3.17,0.24,FinanciallyVulnerable
10299.27,673.71,4119.04,14.26,21.13,4.46,11.05,4.46,1.74,FinanciallyStable
7204.22,0.0,-1848.26,47.24,6.82,0.0,0.0,0.0,1.32,FinanciallyVulnerable
8180.65,285.72,-3739.06,75.64,6.5,6.04,0.0,6.04,0.79,FinanciallyDistressed
7936.83,361.54,1605.88,24.36,7.94,3.65,0.0,3.65,1.72,FinanciallyStable
5979.25,0.0,-1667.92,62.77,1.43,0.0,0.0,0.0,1.13,FinanciallyDistressed
5514.87,0.0,-3143.53,116.02,1.33,0.0,0.0,0.0,0.47,FinanciallyDistressed
3224.15,234.19,-338.71,27.19,7.45,7.51,0.0,7.51,2.06,FinanciallyVulnerable
10652.99,1567.41,-1596.83,40.32,0.04,14.75,0.0,14.75,1.6,FinanciallyVulnerable
5025.59,133.24,-2319.95,84.91,0.59,4.69,0.0,4.69,1.98,FinanciallyDistressed
9546.51,0.0,-5212.15,58.33,14.11,0.0,0.0,0.0,1.81,FinanciallyDistressed
10381.43,0.0,-2572.79,55.2,16.55,0.0,6.75,0.0,0.28,FinanciallyDistressed
6695.82,207.05,-4515.49,124.11,14.95,8.67,14.83,8.67,0.91,FinanciallyDistressed
7024.76,127.28,-3878.08,49.72,19.79,3.89,9.76,3.89,4.77,FinanciallyVulnerable
7392.21,81.44,-4230.93,71.71,0.1,2.51,0.0,2.51,0.91,FinanciallyDistressed
9101.58,1530.1,3307.74,20.36,12.53,10.98,0.0,10.98,0.19,FinanciallyStable
4067.5,317.33,-1275.03,45.92,1.04,10.2,0.0,10.2,1.79,FinanciallyVulnerable
6284.21,0.0,-2440.5,55.81,16.11,0.0,0.0,0.0,1.99,FinanciallyDistressed
4441.57,0.0,-1251.62,46.27,10.97,0.0,9.48,0.0,0.47,FinanciallyDistressed
6369.31,310.35,-3498.23,64.64,34.45,9.76,12.66,9.76,1.24,FinanciallyDistressed
5212.58,199.82,-1067.03,40.11,4.33,4.6,0.0,4.6,0.33,FinanciallyDistressed
11441.84,2025.47,-3788.14,35.38,18.46,20.93,13.06,20.93,3.4,FinanciallyStable
7529.13,447.72,-3291.42,27.2,18.14,9.56,0.0,9.56,2.43,FinanciallyVulnerable
10750.51,183.65,-3934.37,40.1,6.85,2.62,0.0,2.62,1.71,FinanciallyVulnerable
6215.72,302.88,-1866.12,59.56,7.16,6.51,0.0,6.51,1.09,FinanciallyDistressed
5347.42,310.05,-3553.25,73.61,9.76,14.73,9.03,14.73,1.2,FinanciallyVulnerable
4811.87,422.86,-2386.44,37.56,14.79,14.85,8.84,14.85,4.22,FinanciallyStable
6046.47,0.0,-2427.66,77.53,8.87,0.0,0.0,0.0,1.16,FinanciallyDistressed
9132.7,1766.39,-494.04,22.1,16.42,16.98,0.0,16.98,1.7,FinanciallyStable
7423.26,2654.62,-1894.21,22.15,0.23,32.44,0.0,32.44,3.07,FinanciallyStable
5008.67,433.39,-1781.04,69.84,4.4,11.84,0.0,11.84,0.58,FinanciallyDistressed
12478.89,163.66,-8378.47,104.98,26.01,3.84,18.19,3.84,1.52,FinanciallyDistressed
4501.52,209.11,-1474.95,48.15,10.67,6.46,0.0,6.46,0.68,FinanciallyDistressed
4319.53,147.4,905.0,26.21,6.07,2.74,0.0,2.74,2.57,FinanciallyStable
7938.76,0.0,597.64,30.14,19.52,0.0,0.0,0.0,0.63,FinanciallyVulnerable
7548.06,1653.95,-560.47,23.93,25.44,19.14,18.63,19.14,3.48,FinanciallyStable
4234.61,0.0,-1785.52,49.41,25.64,0.0,0.0,0.0,1.72,FinanciallyDistressed
4847.23,467.25,-1685.13,39.04,21.04,12.87,0.0,12.87,0.15,FinanciallyVulnerable
5203.63,225.4,-1743.5,41.54,0.66,6.12,0.0,6.12,1.1,FinanciallyVulnerable
7531.58,190.33,-3903.45,42.71,19.1,4.98,13.42,4.98,1.37,FinanciallyDistressed
7065.66,447.77,-1376.67,29.26,10.4,7.3,0.0,7.3,2.51,FinanciallyVulnerable
3679.76,534.96,-1408.84,38.06,9.39,19.07,0.0,19.07,0.74,FinanciallyVulnerable
7906.47,0.0,-5588.9,89.49,30.72,0.0,19.37,0.0,0.2,FinanciallyDistressed
7241.19,2010.61,-456.22,21.45,14.87,22.86,0.0,22.86,3.18,FinanciallyStable
13665.33,409.47,-2208.62,55.53,2.07,3.45,0.0,3.45,0.9,FinanciallyDistressed
9073.07,260.97,-4766.52,49.16,30.03,5.71,18.79,5.71,0.84,FinanciallyDistressed
7657.38,662.59,-2852.98,46.34,27.14,12.12,17.02,12.12,2.96,FinanciallyVulnerable
6744.45,145.57,-4152.79,90.28,4.89,5.32,0.0,5.32,2.09,FinanciallyDistressed
4710.26,412.46,-712.42,30.71,21.11,9.35,8.47,9.35,0.47,FinanciallyDistressed
