,age,gender,raceEthnicity,education,region,householdType,householdSize,career,workArrangement,annualIncome,sideHustleIncome,monthlyIncome,housingStatus,housingCost,propertyTax,hoaFees,homeInsurance,utilities,internet,phone,ownsCar,carPayment,carInsurance,gas,publicTransit,carMaintenance,healthInsurance,oopMedical,dentalVision,lifeInsurance,studentLoans,ccPayment,personalLoans,medicalDebt,groceries,diningOut,coffee,alcohol,streaming,musicStreaming,gaming,gym,otherSubscriptions,clothing,personalCare,householdSupplies,childcare,petExpenses,entertainment,hobbies,travel,gifts,donations,retirement401k,iraContribution,emergencyFundContributions,generalSavings,investmentContributions,contributions529,totalExpenses,totalSavingsInvestments,monthlyCashFlow,housingRatio,debtToIncome,savingsInvestmentsRate,carPaymentRatio,monthsSaved,financialHealth,ageCategory
1445,30,Male,Asian,Bachelor's,South,Other,3,Business,Hybrid,88607.14,0.0,7383.928333333333,Rent,2056.74,0.0,0.0,22.2,201.98,62.88,67.92,True,0.0,222.08,166.83,0.0,114.86,658.7,170.46,79.43,38.25,0.0,789.53,0.0,0.0,1246.33,674.49,28.49,35.96,32.78,14.45,0.0,0.0,0.0,100.53,162.25,182.3,0.0,0.0,278.16,213.63,229.4,58.64,0.0,0.0,0.0,0.0,0.0,268.2,0.0,7909.27,268.2,-793.54,27.85,10.69,3.63,0.0,0.13,FinanciallyVulnerable,25-30
1446,45,Female,Hispanic/Latino,Some College/Associate's,West,Single,1,Retail,Office,41636.37,0.0,3469.6975,Rent,1527.42,0.0,0.0,18.77,165.96,88.62,59.72,True,505.57,248.85,265.81,0.0,147.31,350.63,101.03,21.94,0.0,0.0,1.68,0.0,0.0,279.2,326.98,14.67,56.48,10.54,0.0,35.82,0.0,0.0,185.93,70.59,50.17,0.0,0.0,31.64,0.0,153.94,43.42,0.0,0.0,0.0,331.87,0.0,0.0,0.0,4762.69,331.87,-1624.86,44.02,14.62,9.56,14.57,2.97,FinanciallyVulnerable,40-45
1447,55,Female,Hispanic/Latino,Bachelor's,South,SmallFamily,3,Finance,Remote,123163.0,0.0,10263.583333333334,Own,2977.55,248.13,313.98,111.81,297.18,64.69,64.83,True,0.0,123.77,63.58,0.0,121.64,390.35,81.69,59.05,0.0,0.0,16.85,0.0,0.0,1508.73,742.09,16.67,47.86,42.6,0.0,0.0,0.0,40.14,357.07,256.32,174.58,887.6,0.0,56.69,184.63,417.23,71.01,69.16,1053.95,0.0,0.0,216.75,0.0,0.0,9807.48,1270.7,-814.6,29.01,0.16,12.38,0.0,1.05,FinanciallyStable,50-55
1448,60,Male,Black/African American,High School,West,DINKS,2,FoodService,Office,28634.54,0.0,2386.2116666666666,Own,2282.92,190.24,0.0,163.96,176.26,61.23,94.5,True,0.0,168.62,205.14,0.0,113.87,124.55,202.27,0.0,0.0,0.0,28.99,0.0,234.11,545.04,191.64,21.12,71.64,11.51,10.19,0.0,0.0,0.0,63.19,72.73,135.32,0.0,72.36,62.62,18.31,49.06,122.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5493.71,0.0,-3107.5,95.67,11.03,0.0,0.0,0.4,FinanciallyDistressed,55-60
1449,45,Male,Black/African American,Bachelor's,South,DINKS,2,Engineering,Office,85502.92,0.0,7125.243333333333,Own,2278.79,189.9,328.06,195.1,159.65,56.89,114.37,True,1095.52,176.68,212.28,0.0,140.85,261.99,286.65,48.31,0.0,0.0,469.5,0.0,0.0,815.53,639.87,18.6,59.04,41.82,12.65,0.0,0.0,44.23,258.38,106.82,93.92,0.0,171.79,129.39,205.14,159.77,58.41,221.93,0.0,0.0,0.0,0.0,0.0,0.0,9051.83,0.0,-1926.59,31.98,21.96,0.0,15.38,1.11,FinanciallyDistressed,40-45
1450,35,Male,White,Bachelor's,West,Other,4,Education,Office,67403.3,0.0,5616.941666666667,Rent,3342.61,0.0,0.0,19.14,202.03,90.58,132.26,True,935.26,226.84,196.14,0.0,116.09,867.69,119.55,28.69,0.0,400.05,479.35,0.0,0.0,1551.45,493.54,66.16,45.67,27.71,0.0,0.0,0.0,0.0,96.8,172.21,172.53,0.0,0.0,117.44,0.0,52.61,76.97,0.0,0.0,0.0,0.0,206.15,0.0,0.0,10029.37,206.15,-4618.58,59.51,32.31,3.67,16.65,1.14,FinanciallyDistressed,30-35
1451,40,Female,White,High School,South,Single,1,Retail,Office,28196.84,0.0,2349.7366666666667,Own,1496.42,124.7,0.0,135.88,157.21,116.49,51.86,True,0.0,121.79,213.94,0.0,143.21,272.81,74.86,62.67,0.0,0.0,30.76,487.38,0.0,326.85,141.58,1.76,89.57,25.31,0.0,0.0,0.0,0.0,46.3,60.05,115.39,0.0,0.0,146.07,0.0,42.2,70.63,0.0,0.0,0.0,155.48,0.0,0.0,0.0,4555.69,155.48,-2361.43,63.68,22.05,6.62,0.0,4.48,FinanciallyDistressed,35-40
1452,55,Female,White,Some College/Associate's,Northeast,SingleParent,2,Service,Office,51260.98,0.0,4271.748333333334,Rent,2708.54,0.0,0.0,34.83,203.01,58.56,68.8,True,0.0,197.82,298.44,122.3,99.28,375.63,155.97,0.0,79.56,0.0,33.23,0.0,0.0,574.41,304.01,6.73,80.07,25.55,0.0,0.0,0.0,35.57,156.49,124.42,123.51,1343.36,108.34,32.3,77.23,184.0,103.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7715.02,0.0,-3443.27,63.41,0.78,0.0,0.0,1.35,FinanciallyDistressed,50-55
1453,40,Male,Hispanic/Latino,Some College/Associate's,West,SmallFamily,4,Sales,Office,56057.04,0.0,4671.42,Rent,2628.46,0.0,0.0,33.63,233.74,85.16,127.1,True,0.0,236.04,204.51,0.0,121.86,550.23,50.12,39.51,0.0,264.98,266.17,0.0,180.95,1463.08,311.63,12.28,76.87,11.9,0.0,0.0,0.0,0.0,124.29,165.47,203.13,1367.44,52.2,60.37,131.68,198.19,93.11,0.0,391.13,0.0,0.0,107.37,0.0,0.0,9294.1,498.5,-5121.18,56.27,15.24,10.67,0.0,0.66,FinanciallyDistressed,35-40
1454,25,Male,White,Master's,South,Single,1,Technology,Hybrid,98147.49,0.0,8178.9575,Rent,2064.14,0.0,0.0,22.05,190.62,98.09,65.01,False,0.0,0.0,0.0,107.14,0.0,148.95,188.39,28.57,133.31,261.17,572.5,0.0,0.0,388.57,554.29,16.43,178.75,44.48,0.0,0.0,94.7,0.0,272.93,56.13,134.22,0.0,0.0,272.75,30.68,151.22,72.62,131.98,401.18,459.74,0.0,0.0,0.0,0.0,6279.69,860.92,1038.35,25.24,10.19,10.53,0.0,0.18,FinanciallyStable,25-30
1455,60,Male,Hispanic/Latino,High School,West,SingleParent,2,Admin,Office,38740.31,0.0,3228.3591666666666,Own,3493.19,291.1,320.35,118.36,172.84,84.71,76.62,True,0.0,139.19,249.83,0.0,113.18,318.18,62.37,78.01,0.0,0.0,26.27,0.0,0.0,687.93,242.78,17.99,95.3,12.19,0.0,0.0,0.0,0.0,44.6,77.93,81.72,1487.45,0.0,20.1,46.52,14.63,116.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8489.77,0.0,-5261.41,108.2,0.81,0.0,0.0,1.07,FinanciallyDistressed,55-60
1456,45,Male,White,Bachelor's,Northeast,DINKS,2,Engineering,Office,143468.82,22660.75,13844.130833333336,Own,3571.17,297.6,0.0,109.06,204.66,113.82,129.54,True,1528.35,135.02,197.94,194.68,105.25,447.0,282.74,0.0,36.9,0.0,45.33,173.39,0.0,940.38,1179.6,12.83,115.69,58.97,0.0,0.0,0.0,0.0,263.54,113.37,82.42,0.0,143.76,125.87,246.54,573.29,51.57,52.05,0.0,0.0,494.31,247.36,501.07,0.0,11532.33,1242.74,1069.06,25.8,12.62,8.98,11.04,1.17,FinanciallyStable,40-45
1457,45,Male,Hispanic/Latino,Some College/Associate's,South,SmallFamily,3,Healthcare,Office,36271.53,1978.34,3187.4891666666663,Rent,1288.51,0.0,0.0,18.11,234.53,61.64,95.79,True,0.0,249.97,220.0,0.0,82.41,587.42,267.48,25.93,0.0,0.0,5.66,0.0,0.0,1026.37,173.4,11.69,126.9,33.86,0.0,0.0,0.0,0.0,70.59,138.27,122.78,0.0,74.75,66.46,0.0,41.05,46.96,0.0,0.0,0.0,0.0,79.56,0.0,0.0,5070.53,79.56,-1962.6,40.42,0.18,2.5,0.0,0.59,FinanciallyDistressed,40-45
1458,30,Female,White,Master's,Midwest,SmallFamily,3,Business,Remote,88420.62,0.0,7368.384999999999,Rent,2287.82,0.0,0.0,24.2,298.8,51.69,118.72,True,0.0,227.37,43.35,0.0,140.38,242.91,78.73,79.28,0.0,640.54,770.19,0.0,0.0,1224.09,750.43,10.17,96.5,59.24,16.86,0.0,77.93,0.0,163.0,213.74,150.78,928.79,168.02,269.11,138.34,394.95,93.42,220.15,0.0,0.0,0.0,558.75,0.0,0.0,9979.5,558.75,-3169.87,31.05,19.15,7.58,0.0,1.51,FinanciallyVulnerable,25-30
1459,45,Male,Hispanic/Latino,High School,West,SingleParent,3,Retail,Office,39939.86,0.0,3328.3216666666667,Own,3572.81,297.73,0.0,120.93,221.61,76.82,76.94,True,345.2,210.66,264.49,0.0,77.0,263.17,86.72,0.0,0.0,0.0,25.79,0.0,0.0,931.21,245.66,15.33,99.13,39.17,12.49,18.35,0.0,0.0,39.5,110.64,160.89,0.0,0.0,79.42,31.68,47.9,53.12,0.0,0.0,0.0,80.24,0.0,0.0,0.0,7524.36,80.24,-4276.28,107.35,11.15,2.41,10.37,4.21,FinanciallyDistressed,40-45
1460,35,Male,White,Master's,South,SmallFamily,4,Business,Office,114292.88,0.0,9524.406666666668,Rent,2352.74,0.0,0.0,29.9,269.2,88.88,189.23,True,1839.13,171.87,249.15,0.0,65.94,438.4,288.36,21.58,97.75,612.07,18.4,0.0,0.0,1779.01,645.31,87.93,34.4,27.48,0.0,0.0,0.0,0.0,148.27,197.62,214.45,968.11,0.0,131.97,122.87,343.02,62.8,180.44,1008.25,0.0,0.0,0.0,0.0,0.0,11676.28,1008.25,-3160.12,24.7,25.93,10.59,19.31,0.16,FinanciallyVulnerable,30-35
1461,45,Male,White,Master's,Midwest,Single,1,Technology,Hybrid,156126.51,0.0,13010.5425,Own,2118.61,176.55,179.85,108.42,165.23,67.82,40.99,True,2482.27,231.02,127.8,0.0,121.21,203.03,253.39,29.63,136.34,655.52,689.1,0.0,0.0,506.7,587.03,39.76,93.7,32.57,14.42,0.0,0.0,0.0,200.48,45.8,73.14,0.0,0.0,171.23,0.0,664.78,64.65,0.0,1084.51,326.24,317.51,0.0,1052.77,0.0,10281.04,2781.03,-51.53,16.28,29.41,21.38,19.08,5.91,FinanciallyStable,40-45
1462,25,Female,White,Some College/Associate's,South,DINKS,2,Healthcare,Office,35118.79,0.0,2926.5658333333336,Rent,1515.52,0.0,0.0,29.73,212.1,61.79,40.66,True,0.0,239.96,228.73,0.0,104.66,231.16,285.51,29.74,0.0,102.8,222.77,0.0,224.98,691.92,414.78,4.87,129.15,38.52,0.0,0.0,0.0,0.0,49.9,142.36,116.23,0.0,0.0,114.15,20.1,49.98,77.98,0.0,0.0,0.0,60.46,0.0,0.0,0.0,5380.05,60.46,-2513.94,51.78,18.81,2.07,0.0,1.67,FinanciallyDistressed,25-30
1463,45,Female,Hispanic/Latino,Bachelor's,South,Single,1,Education,Hybrid,56887.47,0.0,4740.6225,Own,1286.09,107.17,0.0,114.58,159.88,106.34,45.57,True,0.0,215.21,169.78,0.0,76.29,123.06,133.63,0.0,0.0,244.35,563.87,0.0,0.0,307.0,268.34,3.62,97.11,14.91,0.0,0.0,87.86,0.0,102.52,59.77,67.96,0.0,0.0,66.07,0.0,195.82,136.9,0.0,0.0,0.0,0.0,153.16,0.0,0.0,4753.7,153.16,-166.24,27.13,17.05,3.23,0.0,1.25,FinanciallyVulnerable,40-45
1464,70,Female,White,Ph.D,Midwest,DINKS,2,PartTime,PartTime,49329.24,0.0,4110.7699999999995,Own,1784.2,148.68,233.3,151.13,224.31,63.2,48.19,True,0.0,139.81,156.66,0.0,137.03,788.8,77.74,53.88,0.0,0.0,209.24,0.0,0.0,687.24,143.52,3.97,21.21,14.82,0.0,0.0,0.0,44.84,103.57,110.74,151.61,0.0,0.0,41.59,71.28,97.77,68.77,0.0,0.0,0.0,0.0,189.91,0.0,0.0,5777.1,189.91,-1856.24,43.4,5.09,4.62,0.0,1.71,FinanciallyVulnerable,65-70
1465,25,Female,White,Some College/Associate's,Midwest,Single,1,Manufacturing,Office,35765.28,2495.62,3188.4083333333333,Rent,1179.88,0.0,0.0,27.77,176.82,80.99,66.03,True,0.0,195.86,289.53,0.0,78.62,194.31,203.85,0.0,0.0,0.0,48.88,0.0,0.0,262.45,329.24,15.49,108.06,24.95,0.0,0.0,0.0,0.0,48.92,62.37,83.85,0.0,118.67,180.19,64.69,18.27,87.54,0.0,0.0,0.0,83.48,0.0,0.0,0.0,3947.23,83.48,-842.3,37.01,1.53,2.62,0.0,1.87,FinanciallyVulnerable,25-30
1466,65,Male,Asian,High School,Northeast,Single,1,Retired,Retired,61097.26597102475,0.0,5091.43883091873,Own,2782.08,231.84,0.0,160.61,173.13,116.81,47.15,True,0.0,109.85,88.25,109.33,56.38,89.81,291.68,73.58,0.0,0.0,17.09,0.0,0.0,341.8,328.31,22.04,95.92,32.93,14.16,0.0,0.0,6.9,65.86,44.38,139.82,0.0,0.0,41.64,0.0,187.91,105.31,0.0,0.0,0.0,143.46,0.0,0.0,0.0,5774.57,143.46,-826.59,54.64,0.34,2.82,0.0,2.45,FinanciallyDistressed,60-65
1467,35,Female,Hispanic/Latino,Some College/Associate's,Midwest,DINKS,2,Sales,Office,39472.54,0.0,3289.3783333333336,Own,1548.49,129.04,0.0,101.04,185.2,92.89,115.91,False,0.0,0.0,0.0,118.98,0.0,296.86,82.49,60.96,0.0,0.0,366.11,0.0,0.0,687.29,234.77,18.22,132.25,50.21,0.0,30.78,0.0,24.21,54.86,111.69,136.78,0.0,0.0,136.46,49.65,4.78,146.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4916.47,0.0,-1627.09,47.08,11.13,0.0,0.0,1.84,FinanciallyVulnerable,30-35
1468,55,Female,Asian,High School,Midwest,DINKS,2,Manufacturing,Office,43620.09,5449.06,4089.095833333333,Own,1595.21,132.93,0.0,113.93,173.98,84.84,130.32,True,0.0,140.54,278.95,0.0,51.54,251.02,254.72,68.36,0.0,0.0,131.94,0.0,0.0,648.97,299.45,13.59,56.28,24.17,0.0,0.0,0.0,0.0,123.99,104.46,139.34,0.0,0.0,31.28,80.53,74.65,40.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5045.23,0.0,-956.13,39.01,3.23,0.0,0.0,1.6,FinanciallyVulnerable,50-55
1469,50,Male,White,High School,Northeast,DINKS,2,Construction,Hybrid,48834.03,4117.37,4412.616666666667,Rent,2291.75,0.0,0.0,19.92,190.93,75.22,45.63,True,0.0,221.79,168.92,0.0,142.29,159.72,139.9,55.35,0.0,0.0,292.92,0.0,0.0,760.85,172.4,11.57,53.46,27.67,16.04,0.0,0.0,0.0,117.15,94.47,63.37,0.0,0.0,147.98,15.7,174.11,33.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5492.26,0.0,-1079.64,51.94,6.64,0.0,0.0,1.57,FinanciallyDistressed,45-50
1470,40,Female,White,High School,South,SmallFamily,3,Retail,Office,31650.32,0.0,2637.526666666666,Own,1607.75,133.98,0.0,149.14,238.09,86.43,115.64,True,265.08,123.81,158.81,0.0,90.22,338.87,78.88,37.0,0.0,0.0,27.79,0.0,134.06,928.89,176.21,3.18,124.04,29.96,0.0,0.0,0.0,0.0,42.97,215.63,138.61,826.91,0.0,136.36,21.92,43.98,94.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6368.29,0.0,-3730.76,60.96,16.19,0.0,10.05,0.34,FinanciallyDistressed,35-40
1471,50,Female,Black/African American,High School,Midwest,Single,1,Transportation,Office,32762.05,5561.01,3193.588333333333,Own,1399.96,116.66,277.39,89.09,163.37,101.4,21.38,False,0.0,0.0,0.0,124.23,0.0,223.04,164.76,65.46,0.0,0.0,140.52,0.0,129.2,335.35,138.15,4.97,51.85,49.83,11.04,0.0,0.0,18.83,55.78,54.66,52.24,0.0,0.0,134.4,68.02,34.1,54.5,0.0,284.94,0.0,0.0,0.0,0.0,0.0,4080.18,284.94,-1171.53,43.84,8.45,8.92,0.0,1.84,FinanciallyVulnerable,45-50
1472,55,Female,White,High School,West,SmallFamily,3,Admin,Office,46315.25,0.0,3859.6041666666665,Own,3638.45,303.2,0.0,142.19,198.5,107.58,68.19,True,935.48,126.4,267.24,0.0,71.35,334.13,172.18,68.98,0.0,0.0,22.08,0.0,0.0,1055.12,156.58,23.52,68.05,27.24,0.0,0.0,0.0,39.88,123.91,178.7,73.65,0.0,0.0,60.28,103.82,160.59,57.36,0.0,0.0,0.0,272.04,0.0,0.0,0.0,8584.65,272.04,-4997.09,94.27,24.81,7.05,24.24,1.66,FinanciallyDistressed,50-55
1473,35,Male,Hispanic/Latino,High School,South,SmallFamily,3,Transportation,Office,30202.86,5728.3,2994.263333333334,Own,2217.41,184.78,116.1,90.5,242.29,95.49,66.24,True,0.0,186.04,259.93,0.0,106.71,539.74,52.27,47.13,0.0,0.0,76.93,181.77,0.0,942.51,347.87,8.01,134.52,37.48,13.93,0.0,0.0,2.77,49.23,97.32,185.56,0.0,0.0,98.05,0.0,8.96,131.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6521.44,0.0,-3527.18,74.06,8.64,0.0,0.0,0.42,FinanciallyDistressed,30-35
1474,30,Female,White,Master's,West,SmallFamily,5,Legal,Office,144687.65,0.0,12057.304166666669,Rent,6239.05,0.0,0.0,21.74,227.02,105.32,231.42,True,0.0,142.17,156.48,0.0,98.79,463.63,168.61,27.45,65.57,541.24,42.92,0.0,0.0,2414.52,996.33,89.35,53.19,36.38,13.6,0.0,0.0,0.0,358.21,438.9,90.54,0.0,0.0,81.99,343.88,313.71,92.4,0.0,0.0,0.0,0.0,0.0,535.13,0.0,13854.41,535.13,-2332.24,51.74,4.84,4.44,0.0,1.96,FinanciallyDistressed,25-30
1475,45,Male,White,Bachelor's,South,SingleParent,3,Healthcare,Office,75865.54,0.0,6322.128333333333,Own,2602.38,216.86,0.0,162.4,231.48,56.19,134.36,False,0.0,0.0,0.0,147.67,0.0,419.13,211.87,78.88,0.0,0.0,16.32,0.0,0.0,1152.08,473.85,75.55,118.99,37.6,0.0,0.0,0.0,39.47,71.73,97.83,183.79,990.36,0.0,73.05,86.22,147.45,45.45,0.0,0.0,0.0,164.88,0.0,0.0,0.0,7870.96,164.88,-1713.71,41.16,0.26,2.61,0.0,4.25,FinanciallyVulnerable,40-45
1476,50,Female,White,High School,Midwest,SmallFamily,3,Transportation,Office,35454.03,0.0,2954.5025,Own,1329.05,110.75,0.0,129.51,222.26,51.01,70.1,False,0.0,0.0,0.0,102.64,0.0,606.03,241.17,20.62,0.0,0.0,285.15,0.0,74.21,1006.97,318.89,2.41,99.8,32.89,0.0,0.0,0.0,0.0,47.66,199.33,96.54,0.0,0.0,34.42,37.45,20.4,129.0,0.0,277.3,0.0,0.0,0.0,0.0,0.0,5268.26,277.3,-2591.06,44.98,12.16,9.39,0.0,1.73,FinanciallyVulnerable,45-50
1477,50,Male,White,Bachelor's,West,SmallFamily,3,Education,Office,96467.31,0.0,8038.9425,Rent,4361.59,0.0,0.0,20.61,178.2,101.41,103.29,True,1390.57,158.18,291.08,0.0,149.98,228.63,74.64,20.96,180.5,0.0,42.35,0.0,0.0,1228.17,735.42,63.44,23.05,42.93,0.0,0.0,0.0,45.63,120.15,142.11,66.52,1772.82,0.0,119.72,81.8,197.11,57.03,0.0,0.0,0.0,229.98,0.0,227.13,0.0,11997.89,457.11,-4416.06,54.26,17.82,5.69,17.3,3.46,FinanciallyDistressed,45-50
1478,50,Female,White,Bachelor's,Northeast,DINKS,2,Technology,Hybrid,127452.06,0.0,10621.005,Rent,2884.67,0.0,0.0,27.32,237.82,68.32,66.89,True,0.0,171.85,150.76,0.0,138.85,294.21,269.13,41.24,97.35,0.0,5.61,279.78,0.0,821.93,778.53,18.33,22.36,12.4,0.0,0.0,0.0,0.0,243.01,183.16,164.78,0.0,68.73,76.54,0.0,504.37,134.88,0.0,0.0,344.3,811.73,354.24,709.97,0.0,7762.82,2220.24,637.94,27.16,2.69,20.9,0.0,3.2,FinanciallyThriving,45-50
1479,35,Female,White,Master's,South,Single,1,Business,Hybrid,116417.92,0.0,9701.493333333334,Rent,2398.08,0.0,0.0,29.81,184.92,111.44,36.31,True,0.0,187.89,113.4,0.0,77.11,140.2,91.94,66.77,131.6,324.36,591.2,280.35,0.0,507.36,411.56,7.41,113.67,73.79,14.55,0.0,39.67,43.47,137.0,70.18,92.51,0.0,0.0,71.91,0.0,229.18,136.02,0.0,849.77,0.0,381.57,0.0,294.6,0.0,6713.66,1525.94,1461.89,24.72,12.33,15.73,0.0,1.55,FinanciallyThriving,30-35
1480,50,Female,Asian,High School,West,SingleParent,4,Construction,Office,56149.15,2843.95,4916.091666666666,Own,3735.53,311.29,0.0,110.55,193.26,87.51,220.97,True,0.0,156.86,168.46,0.0,119.77,714.6,214.57,0.0,67.19,0.0,2.66,0.0,0.0,1461.78,446.96,0.88,55.52,39.87,0.0,0.0,0.0,0.0,83.42,287.91,117.78,0.0,0.0,126.79,38.85,197.8,85.46,63.56,0.0,0.0,344.56,140.99,0.0,0.0,9109.8,485.55,-4679.26,75.99,0.05,9.88,0.0,3.25,FinanciallyVulnerable,45-50
1481,25,Female,White,High School,South,SingleParent,2,FoodService,Office,17295.71,0.0,1441.309166666667,Rent,1009.2,0.0,0.0,20.99,189.34,83.5,116.68,True,0.0,182.86,234.3,0.0,88.72,386.64,188.16,0.0,0.0,0.0,146.25,0.0,93.57,482.93,106.79,8.25,77.47,29.76,0.0,19.11,0.0,0.0,103.38,102.62,100.78,869.78,0.0,98.87,19.59,33.7,72.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4865.96,0.0,-3424.65,70.02,16.64,0.0,0.0,1.24,FinanciallyDistressed,25-30
1482,40,Female,Hispanic/Latino,Master's,West,Single,1,Technology,Hybrid,199996.1,0.0,16666.341666666667,Own,5803.23,483.6,0.0,156.84,176.33,104.1,38.65,True,2427.31,168.19,104.71,0.0,86.44,172.6,270.0,38.4,119.39,385.82,1726.78,0.0,0.0,437.05,653.46,18.44,92.15,12.7,15.65,0.0,0.0,0.0,210.86,90.42,136.94,0.0,156.36,120.55,416.89,391.71,124.83,0.0,0.0,0.0,1335.57,0.0,0.0,0.0,15140.4,1335.57,190.37,34.82,27.24,8.01,14.56,5.5,FinanciallyStable,35-40
1483,25,Female,Black/African American,Master's,Midwest,Single,1,Technology,Hybrid,83415.74,0.0,6951.311666666667,Own,1899.46,158.29,299.82,195.83,159.59,101.88,63.35,True,0.0,130.53,113.15,0.0,86.71,171.19,59.66,0.0,58.02,544.66,399.4,0.0,0.0,378.33,842.93,76.12,183.68,29.46,0.0,0.0,0.0,0.0,274.16,67.46,72.24,0.0,0.0,288.75,0.0,266.34,143.58,0.0,307.26,0.0,508.87,494.62,0.0,0.0,7064.59,1310.75,-1424.03,27.33,13.58,18.86,0.0,2.65,FinanciallyStable,25-30
1484,30,Female,White,Bachelor's,Midwest,SmallFamily,4,Business,Remote,60662.03,0.0,5055.169166666667,Own,2568.57,214.05,309.17,105.66,308.31,99.3,171.93,False,0.0,0.0,0.0,103.59,0.0,751.07,97.89,0.0,171.66,0.0,38.23,338.6,0.0,1650.78,433.42,57.03,92.74,57.57,10.47,0.0,0.0,0.0,89.1,271.26,205.73,1049.87,79.29,77.96,53.48,150.78,31.25,0.0,359.76,217.85,0.0,197.07,0.0,0.0,9588.76,774.68,-5308.27,50.81,7.45,15.32,0.0,1.57,FinanciallyVulnerable,25-30
1485,35,Male,White,Bachelor's,Midwest,SmallFamily,3,Technology,Remote,93582.08,7948.62,8460.891666666666,Own,1727.7,143.98,341.37,158.51,305.98,98.29,146.2,True,0.0,232.73,77.94,0.0,113.93,336.11,80.49,53.94,0.0,197.15,518.47,0.0,0.0,1433.72,637.0,55.44,142.82,41.07,16.98,0.0,66.8,0.0,189.9,143.11,74.44,0.0,0.0,142.53,0.0,354.22,69.46,0.0,609.15,0.0,0.0,0.0,0.0,0.0,7900.28,609.15,-48.54,20.42,8.46,7.2,0.0,0.9,FinanciallyVulnerable,30-35
1486,35,Female,Hispanic/Latino,High School,Northeast,SingleParent,3,Retail,Office,32343.18,3749.64,3007.735,Rent,2724.14,0.0,0.0,33.13,248.36,86.08,84.02,True,204.31,156.58,261.71,0.0,103.8,1108.47,131.89,0.0,0.0,0.0,205.37,0.0,0.0,792.45,348.54,1.63,98.35,57.24,0.0,0.0,0.0,0.0,67.96,176.03,75.96,0.0,131.91,146.83,0.0,36.41,134.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7415.82,0.0,-4408.08,90.57,13.62,0.0,6.79,0.21,FinanciallyDistressed,30-35
1487,45,Female,Hispanic/Latino,Some College/Associate's,South,Single,1,Admin,Office,40953.72,5506.71,3871.7025,Own,1543.72,128.64,0.0,135.44,172.68,114.85,32.81,True,0.0,199.22,242.02,0.0,125.5,105.95,134.71,21.23,0.0,238.44,13.5,0.0,0.0,307.97,241.75,22.2,52.35,12.69,11.9,0.0,0.0,0.0,168.51,60.54,95.46,0.0,0.0,149.34,100.53,89.23,105.11,0.0,0.0,0.0,213.45,0.0,0.0,0.0,4626.29,213.45,-968.04,39.87,6.51,5.51,0.0,1.2,FinanciallyVulnerable,40-45
1488,35,Male,Hispanic/Latino,High School,South,SmallFamily,5,Admin,Hybrid,29606.35,0.0,2467.195833333333,Own,2272.76,189.4,0.0,118.02,279.17,112.34,300.08,True,427.89,194.07,116.71,0.0,65.3,688.48,72.15,59.86,0.0,0.0,26.79,0.0,0.0,1320.24,147.88,6.09,130.62,59.67,0.0,0.0,0.0,0.0,73.76,232.08,133.58,998.04,52.44,38.09,5.98,37.1,67.07,0.0,229.95,0.0,125.93,0.0,0.0,0.0,8225.66,355.88,-6114.34,92.12,18.43,14.42,17.34,1.28,FinanciallyDistressed,30-35
1489,35,Male,Hispanic/Latino,High School,Midwest,Single,1,Transportation,Office,32887.94,0.0,2740.661666666667,Rent,1297.37,0.0,0.0,28.34,167.1,73.06,73.74,True,0.0,145.89,182.78,0.0,92.54,145.28,178.58,55.77,0.0,0.0,208.98,0.0,0.0,268.42,283.48,2.43,75.61,51.96,11.33,0.0,0.0,0.0,47.58,34.7,49.96,0.0,0.0,47.27,37.85,29.51,60.69,0.0,327.93,0.0,0.0,0.0,0.0,0.0,3650.22,327.93,-1237.49,47.34,7.63,11.97,0.0,0.88,FinanciallyVulnerable,30-35
1490,30,Female,Asian,Bachelor's,West,SmallFamily,5,Healthcare,Office,68829.69,0.0,5735.8075,Rent,4215.13,0.0,0.0,15.63,262.73,106.33,293.78,True,0.0,123.89,216.87,0.0,136.03,515.5,79.06,59.09,88.27,264.29,192.98,0.0,0.0,1584.25,376.1,60.03,102.43,34.76,12.58,30.29,0.0,0.0,93.99,353.53,166.85,1416.9,70.28,189.86,110.47,154.16,33.66,0.0,0.0,0.0,460.91,0.0,0.0,269.09,11359.72,730.0,-6353.91,73.49,7.97,12.73,0.0,2.05,FinanciallyVulnerable,25-30
